response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
1.0183,0.0000,0.0000,0.0000,1.0174,0.0009,200,4.1015
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1016
1.0199,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1016
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1016
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1017
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1018
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1018
1.0200,0.0000,0.0000,0.0000,1.0199,0.0001,200,4.1017
1.0199,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1019
1.0199,0.0000,0.0000,0.0000,1.0199,0.0000,200,4.1019
1.0199,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1020
1.0198,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1021
1.0198,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1022
1.0198,0.0000,0.0000,0.0000,1.0198,0.0000,200,4.1023
1.0198,0.0000,0.0000,0.0000,1.0197,0.0000,200,4.1023
1.0197,0.0000,0.0000,0.0000,1.0197,0.0000,200,4.1024
1.0196,0.0000,0.0000,0.0000,1.0196,0.0000,200,4.1025
1.0059,0.0000,0.0000,0.0000,1.0056,0.0002,200,5.0369
1.0060,0.0000,0.0000,0.0000,1.0058,0.0001,200,5.0378
1.0060,0.0000,0.0000,0.0000,1.0058,0.0001,200,5.0384
1.0012,0.0000,0.0000,0.0000,1.0010,0.0000,200,5.0462
1.0017,0.0000,0.0000,0.0000,1.0016,0.0001,200,5.0466
1.0021,0.0000,0.0000,0.0000,1.0020,0.0000,200,5.0495
1.0021,0.0000,0.0000,0.0000,1.0020,0.0001,200,5.0499
1.0031,0.0000,0.0000,0.0000,1.0031,0.0000,200,5.0502
1.0039,0.0000,0.0000,0.0001,1.0037,0.0000,200,5.0514
1.0037,0.0000,0.0000,0.0000,1.0037,0.0000,200,5.0518
1.0036,0.0000,0.0000,0.0000,1.0035,0.0000,200,5.0522
1.0042,0.0000,0.0000,0.0000,1.0042,0.0000,200,5.0525
1.0044,0.0000,0.0000,0.0000,1.0044,0.0000,200,5.0528
1.0011,0.0000,0.0000,0.0000,1.0011,0.0000,200,5.0562
1.0015,0.0000,0.0000,0.0000,1.0015,0.0000,200,5.0565
1.0014,0.0000,0.0000,0.0000,1.0013,0.0001,200,5.0567
1.0014,0.0000,0.0000,0.0000,1.0014,0.0000,200,5.0569
1.0029,0.0000,0.0000,0.0000,1.0029,0.0001,200,5.0867
1.0042,0.0000,0.0000,0.0000,1.0039,0.0002,200,5.1015
1.0065,0.0000,0.0000,0.0000,1.0063,0.0001,200,5.1054
1.0061,0.0000,0.0000,0.0000,1.0060,0.0001,200,5.1063
1.0079,0.0000,0.0000,0.0000,1.0078,0.0000,200,5.1074
1.0097,0.0000,0.0000,0.0000,1.0097,0.0000,200,5.1075
1.0105,0.0000,0.0000,0.0000,1.0104,0.0000,200,5.1076
1.0123,0.0000,0.0000,0.0000,1.0122,0.0000,200,5.1077
1.0130,0.0000,0.0000,0.0000,1.0130,0.0000,200,5.1078
1.0149,0.0000,0.0000,0.0000,1.0148,0.0000,200,5.1079
1.0145,0.0000,0.0000,0.0000,1.0144,0.0000,200,5.1085
1.0141,0.0000,0.0000,0.0000,1.0139,0.0000,200,5.1093
1.0147,0.0000,0.0000,0.0000,1.0135,0.0011,200,5.1101
1.0166,0.0000,0.0000,0.0000,1.0165,0.0000,200,5.1102
1.0072,0.0000,0.0000,0.0000,1.0071,0.0000,200,5.1198
1.0107,0.0000,0.0000,0.0000,1.0107,0.0000,200,5.1163
1.0056,0.0000,0.0000,0.0000,1.0056,0.0000,200,5.1215
1.0168,0.0000,0.0000,0.0000,1.0168,0.0000,200,5.1103
1.0058,0.0000,0.0000,0.0000,1.0057,0.0000,200,5.1215
1.0104,0.0000,0.0000,0.0000,1.0071,0.0032,200,5.1216
1.0155,0.0000,0.0000,0.0000,1.0139,0.0016,200,5.1216
1.0167,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1217
1.0167,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1217
1.0168,0.0000,0.0000,0.0000,1.0167,0.0000,200,5.1217
